CATEGORY DESCRIPTION,SIC DIVISION,MAJOR GROUP,INDUSTRY GROUP,MOST SPECIFIC SIC CODE
Welcoming services,I,73,738,7389
Sign painting & lettering shop,I,73,738,7389
Translation & interpretation services,I,73,738,7389
"All other professional, scientific, & technical services",I,73,738,7389
Telephone answering services (except voice mailbox),I,73,738,7389
Telemarketing bureaus,I,73,738,7389
Private mail centers,I,73,738,7389
Recovery & repossession services,I,73,738,7389
All other business support services,I,73,738,7389
Convention & visitors bureaus,I,73,738,7389
Reservation systems:  hotels & restaurants,I,73,738,7389
Swimming pool cleaning & maintenance,I,73,738,7389
Packaging & labeling services,I,73,738,7389
Convention & trade show organizers,I,73,738,7389
All other support services,I,73,738,7389
Trading stamp services,I,73,738,7389
Water softening & conditioning services,I,73,738,7389
Other miscellaneous support services,I,73,738,7389
Agents & brokers for nonperforming artists,I,73,738,7389
Bail bonding,I,73,738,7389
"Automotive Rental And Leasing, Without Drivers",I,75,751,751
"Truck rental services, without drivers",I,75,751,7513
"Truck, utility trailer, & RV rental & leasing",I,75,751,7513
Truck rental,I,75,751,7513
Truck leasing,I,75,751,7513
Passenger car rental,I,75,751,7514
Passenger car rental,I,75,751,7514
Passenger car leasing,I,75,751,7515
Passenger car leasing,I,75,751,7515
Utility trailer & recreational vehicle rental,I,75,751,7519
Utility trailer & RV (recreational vehicle) rental & leasing,I,75,751,7519
Automobile parking,I,75,752,752
Parking lots & garages,I,75,752,7521
Automotive repair shops,I,75,753,753
"Top, body, & upholstery repair shops & paint shops",I,75,753,7532
"Automotive body, paint, & interior repair & maintenance",I,75,753,7532
Paint or body repair shops,I,75,753,7532
Van conversion services,I,75,753,7532
Upholstery & interior repair shops,I,75,753,7532
Automotive exhaust system repair shops,I,75,753,7533
Automotive exhaust system repair,I,75,753,7533
Tire retreading & repair shops,I,75,753,7534
Tire retreading,I,75,753,7534
Tire repair shops,I,75,753,7534
Automotive glass replacement shops,I,75,753,7536
Automotive glass replacement shops,I,75,753,7536
Automotive transmission repair shops,I,75,753,7537
Automotive transmission repair,I,75,753,7537
General automotive repair shops,I,75,753,7538
General automotive repair,I,75,753,7538
"Automotive repair shops, n.e.c.",I,75,753,7539
Other automotive mechanical & electrical repair & maintenance,I,75,753,7539
Carburetor repair shops,I,75,753,7539
"Brake, front end, & wheel alignment",I,75,753,7539
"Electrical repair shops, motor vehicle",I,75,753,7539
Radiator repair,I,75,753,7539
All other motor vehicle repair shops,I,75,753,7539
"Automotive Services, Except Repair",I,75,754,754
Carwashes,I,75,754,7542
"Automotive services, except repair & carwashes",I,75,754,7549
Motor vehicle towing,I,75,754,7549
Automotive oil change & lubrication shops,I,75,754,7549
All other motor vehicle services (except repair & carwashes),I,75,754,7549
Electrical Repair Shops,I,76,762,762
Radio & television repair shops,I,76,762,7622
Consumer electronics repair & maintenance,I,76,762,7622
Telecommunication equipment repair,I,76,762,7622
Refrigeration & air-conditioning service & repair shops,I,76,762,7623
Commercial refrigeration equipment repair,I,76,762,7623
Refrigeration & AC service & repair shops (exc commercial),I,76,762,7623
"Electrical & electronic repair shops,",I,76,762,7629
"Business & office machine repair, electrical",I,76,762,7629
Telephone set repair,I,76,762,7629
"Electrical equipment repair & maintenance, incl medical equipment",I,76,762,7629
"Consumer equip repair (exc computer, television, VCR, & stereo)",I,76,762,7629
Electric appliance & washing machine repair,I,76,762,7629
"Watch, clock, & jewelry repair",I,76,763,763
"Watch, clock, & jewelry repair",I,76,763,7631
Reupholstery & furniture repair,I,76,764,764
Reupholstery & furniture repair,I,76,764,7641
Miscellaneous Repair Shops And Related Services,I,76,769,769
Welding repair,I,76,769,7692
Armature rewinding shops,I,76,769,7694
Motor & generator mfg (pt),I,76,769,7694
Armature rewinding & repair shops,I,76,769,7694
"Repair shops & related services, n.e.c.",I,76,769,7699
Ship scaling,I,76,769,7699
Locksmiths,I,76,769,7699
Other services to buildings & dwellings,I,76,769,7699
"Furnace, duct, chimney, & gutter cleaning",I,76,769,7699
Drain cleaning,I,76,769,7699
"Cesspool cleaning, sewer cleaning, & rodding",I,76,769,7699
Typewriter repair,I,76,769,7699
Dental/lab instrument/oth precision equip repair (exc typewriter),I,76,769,7699
Industrial machines & equipment repair,I,76,769,7699
Home & garden equipment repair & maintenance (exc consumer equip),I,76,769,7699
Nonelectrical appliances & other nonelectronic equipment repair,I,76,769,7699
"Leather goods, luggage, & pocketbook repair",I,76,769,7699
All other repair & related services,I,76,769,7699
Motion Picture Production And Allied Services,I,78,781,781
Motion picture & video tape production,I,78,781,7812
Motion picture production (except for television),I,78,781,7812
Motion picture & video production for television,I,78,781,7812
Services allied to motion picture production,I,78,781,7819
"Prerecorded CD (except software), tape, & record reproducing (pt)",I,78,781,7819
Teleproduction & other postproduction services,I,78,781,7819
Services allied to motion picture production,I,78,781,7819
Wardrobe rental,I,78,781,7819
Motion picture equipment rental,I,78,781,7819
Talent payment services,I,78,781,7819
Casting bureaus,I,78,781,7819
Independent motion picture production artists & technicians,I,78,781,7819
Motion Picture Distribution And Allied Services,I,78,782,782
Motion picture & video tape distribution,I,78,782,7822
Prerecorded video tapes whsle,I,78,782,7822
Motion picture & video distribution,I,78,782,7822
Motion picture film exchanges,I,78,782,7822
Film or tape distribution for television,I,78,782,7822
Services allied to motion picture distribution,I,78,782,7829
Services allied to film & video distribution,I,78,782,7829
Motion picture theaters ,I,78,783,783
Motion picture theaters (except drive-ins),I,78,783,7832
Drive-in motion picture theaters,I,78,783,7833
Drive-in motion picture theaters,I,78,783,7833
Video tape rental,I,78,784,784
Video tape & disk rental,I,78,784,7841
Amusement and recreation services,I,79,79,79
"Dance studios, schools, and halls",I,79,791,791
"Dance studios, schools, & halls",I,79,791,7911
Dance schools (including children's & professionals'),I,79,791,7911
Dance studios & halls,I,79,791,7911
"Theatrical producers (except motion picture) bands, orchestras, and entertainers",I,79,792,792
Theatrical producers (exc movie) & misc theatrical services,I,79,792,7922
Producers of taped radio programs,I,79,792,7922
Theatrical equipment rental,I,79,792,7922
Casting agencies,I,79,792,7922
Theatrical ticket agencies,I,79,792,7922
Theater companies & dinner theaters,I,79,792,7922
Opera companies,I,79,792,7922
Theater companies,I,79,792,7922
Theater operators,I,79,792,7922
"Promoters of performing arts, sports, & similar events w/o facil",I,79,792,7922
Producers of radio & TV (except tape producers),I,79,792,7922
Theatrical promoters,I,79,792,7922
Theatrical agents,I,79,792,7922
"Bands, orchestras, actors, oth entertainers & entertainment group",I,79,792,7929
Dance companies,I,79,792,7929
Musical groups & artists,I,79,792,7929
Symphony orchestras & chamber music organizations,I,79,792,7929
Other music groups & artists,I,79,792,7929
Other performing arts companies (except circuses),I,79,792,7929
Actors & actresses,I,79,792,7929
Bowling centers,I,79,793,793
Bowling centers,I,79,793,7933
Commercial sports,I,79,794,794
"Professional sports clubs, managers, and promoters",I,79,794,7941
Sports teams & clubs,I,79,794,7941
Football clubs,I,79,794,7941
Baseball clubs,I,79,794,7941
Other professional sports clubs,I,79,794,7941
Stadium operators,I,79,794,7941
Sports promoters,I,79,794,7941
Sports agents,I,79,794,7941
"Racing, including track operation",I,79,794,7948
Racetracks,I,79,794,7948
Dog racetrack operation,I,79,794,7948
Auto racetrack operation,I,79,794,7948
Horse racetrack operation,I,79,794,7948
Racing (except racetrack operation),I,79,794,7948
Miscellaneous amusement and recreation services,I,79,799,799
Physical fitness facilities,I,79,799,7991
"Gymnasiums, athletic clubs, & physical fitness centers",I,79,799,7991
Public golf courses %,I,79,799,7992
Public golf courses,I,79,799,7992
Coin-operated amusement devices,I,79,799,7993
Amusement arcades,I,79,799,7993
Slot machine operators,I,79,799,7993
Coin-operated amusement devices (except slot machine operation),I,79,799,7993
Amusement parks,I,79,799,7996
Amusement & theme parks,I,79,799,7996
Waterparks,I,79,799,7996
Amusement parks (except waterparks),I,79,799,7996
Membership sports & recreation clubs,I,79,799,7997
Membership golf clubs,I,79,799,7997
Membership recreation clubs with facilities,I,79,799,7997
Membership sports & recreation clubs without facilities,I,79,799,7997
"Amusement & recreation services, n.e.c. %",I,79,799,7999
Scenic railroads,I,79,799,7999
Charter fishing & party fishing boats,I,79,799,7999
Aerial tramways (scenic or sightseeing) & cable lifts,I,79,799,7999
Recreational goods rental,I,79,799,7999
Sports & recreation ticket agencies,I,79,799,7999
Sports & recreation instruction,I,79,799,7999
Circuses,I,79,799,7999
Professional athletes,I,79,799,7999
"Promoters of performing arts, sports, & similar events w/o facil",I,79,799,7999
Carnivals (except traveling carnival companies),I,79,799,7999
"Fairs (state, county, etc.)",I,79,799,7999
Caverns & miscellaneous commercial parks,I,79,799,7999
Casinos (except casino hotels),I,79,799,7999
"Lottery, bingo, bookie, & other betting operation",I,79,799,7999
Skiing facilities,I,79,799,7999
Fitness & recreational sports centers,I,79,799,7999
Nonmembership recreation facilities,I,79,799,7999
Ice skating rinks,I,79,799,7999
Roller skating rinks,I,79,799,7999
All other amusement & recreation industries,I,79,799,7999
Concession operators of amusement devices & rides,I,79,799,7999
Miniature golf courses,I,79,799,7999
All other miscellaneous amusement & recreation services,I,79,799,7999
Health services,I,80,80,80
Offices and clinics of doctors of medicine ,I,80,801,801
Offices & clinics of doctors of medicine,I,80,801,8011
Offices of doctors of medicine (except mental health specialists),I,80,801,8011
"Offices of doctors of medicine, mental health specialists",I,80,801,8011
HMO medical centers,I,80,801,8011
Freestanding ambulatory surgical & emergency centers,I,80,801,8011
Offices and clinics of dentists ,I,80,802,802
Offices & clinics of dentists ,I,80,802,8021
Offices of dentists,I,80,802,8021
Offices & clinics of doctors of osteopathy,I,80,803,803
Offices of doctors of osteopathy (exc mental health specialists),I,80,803,8031
"Offices of doctors of osteopathy, mental health specialists",I,80,803,8031
Offices And Clinics Of Other Health Practitioners,I,80,804,804
Offices of chiropractors,I,80,804,8041
Offices & clinics of optometrists,I,80,804,8042
Offices of optometrists,I,80,804,8042
Offices & clinics of podiatrists,I,80,804,8043
Offices of podiatrists,I,80,804,8043
"Offices & clinics of health practitioners, n.e.c.",I,80,804,8049
Offices of mental health practitioners (except physicians),I,80,804,8049
"Offices of physical, occup, & speech therapists & audiologists",I,80,804,8049
Speech therapists & audiologists,I,80,804,8049
Physical & occupational therapists,I,80,804,8049
Offices of all other miscellaneous health practitioners,I,80,804,8049
Nursing and personal care facilities,I,80,805,805
Skilled Nursing Care Facilities,I,80,805,8051
Intermediate Care Facilities,I,80,805,8052
"Nursing and Personal Care Facilities, Not Elsewhere Classified",I,80,805,8053
Hospitals,I,80,806,806
General medical & surgical hospitals,I,80,806,8062
General medical & surgical hospitals (except government),I,80,806,8062
Psychiatric hospitals,I,80,806,8063
Psychiatric hospitals (except government),I,80,806,8063
"Specialty hospitals, except psychiatric",I,80,806,8069
Children's hospitals (except government),I,80,806,8069
Substance abuse hospitals (except government),I,80,806,8069
"Specialty (exc psychiatric & abuse, except government) hospitals",I,80,806,8069
Medical & Dental laboratories,I,80,807,807
Medical laboratories,I,80,807,8071
Diagnostic imaging centers,I,80,807,8071
Dental laboratories,I,80,807,8072
Dental laboratories,I,80,807,8072
Home health care services,I,80,808,808
Home health care services,I,80,808,8082
Home health care services,I,80,808,8082
"Miscellaneous health and allied services, not elsewhere classified",I,80,809,809
Kidney dialysis centers,I,80,809,8092
Kidney dialysis centers,I,80,809,8092
"Specialty outpatient facilities, n.e.c.",I,80,809,8093
Family planning centers (except childbirth preparation),I,80,809,8093
Outpatient mental health & substance abuse centers,I,80,809,8093
All other outpatient care centers,I,80,809,8093
"Health & allied services, n.e.c. %",I,80,809,8099
Medical artists,I,80,809,8099
Medical photography,I,80,809,8099
Childbirth preparation classes,I,80,809,8099
Blood & organ banks,I,80,809,8099
All other miscellaneous ambulatory health care services,I,80,809,8099
Legal services,I,81,81,81
Legal services,I,81,811,811
Legal services,I,81,811,8111
Offices of lawyers (except legal aid societies),I,81,811,8111
Educational services,I,82,82,82
Elementary & Secondary Schools,I,82,821,821
Elementary & Secondary Schools,I,82,821,8211
"Colleges, Universities, Professional Schools",I,82,822,822
"Colleges, Universities, Professional Schools",I,82,822,8221
Junior Colleges and Technical Institutes,I,82,822,8222
Libraries ,I,82,823,823
Libraries ,I,82,823,8231
Libraries & archives,I,82,823,8231
Vocational schools,I,82,824,824
Data processing schools,I,82,824,8243
Computer training,I,82,824,8243
Computer repair training,I,82,824,8243
Business & secretarial schools,I,82,824,8244
Business & secretarial schools,I,82,824,8244
"Vocational schools, n.e.c.",I,82,824,8249
Aviation schools (except flying instruction),I,82,824,8249
Apprenticeship training,I,82,824,8249
Other trade & technical schools,I,82,824,8249
Other tech & trade schools (exc computer repair & truck driving),I,82,824,8249
Truck driving schools,I,82,824,8249
"Schools and educational services, not elsewhere classified",I,82,829,829
"Schools & educational services, n.e.c.",I,82,829,8299
Professional & management development training,I,82,829,8299
Flying instruction,I,82,829,8299
"Art, drama, & music schools",I,82,829,8299
Language schools,I,82,829,8299
Exam preparation & tutoring,I,82,829,8299
Automobile driving schools,I,82,829,8299
All other miscellaneous schools & instruction,I,82,829,8299
Educational support serv (exc test development & evaluation serv),I,82,829,8299
Social services,I,83,83,83
Individual and family social services,I,83,832,832
Individual & family social services,I,83,832,8322
Child & youth services (exc scouting & related youth devop org),I,83,832,8322
Services for the elderly & persons with disabilities,I,83,832,8322
Other individual & family services,I,83,832,8322
Community food services,I,83,832,8322
Temporary shelters,I,83,832,8322
Other community housing services,I,83,832,8322
Emergency & other relief services,I,83,832,8322
Job training and vocational rehabilitation services,I,83,833,833
Job training & vocational rehabilitation services,I,83,833,8331
Vocational rehabilitation services,I,83,833,8331
Child daycare services,I,83,835,835
Child daycare services,I,83,835,8351
Child day care services (except babysitting services),I,83,835,8351
Residential care,I,83,836,836
Residential care,I,83,836,8361
Residential mental health & substance abuse facilities,I,83,836,8361
Homes for the elderly,I,83,836,8361
Other residential care facilities,I,83,836,8361
"Social services, not elsewhere classified ",I,83,839,839
"Social services, not elsewhere classified",I,83,839,8399
"Museums, art galleries, and botanical and zoological gardens",I,84,84,84
Museums and art galleries,I,84,841,841
Museums & art galleries,I,84,841,8412
Museums,I,84,841,8412
Historical sites,I,84,841,8412
Arboreta and botanical or zoological gardens,I,84,842,842
Arboreta & botanical or zoological gardens,I,84,842,8422
Zoos & botanical gardens,I,84,842,8422
Nature parks & reserves,I,84,842,8422
Membership organizations,I,86,86,86
Business Associations,I,86,861,861
Business Associations,I,86,861,8611
Professional Membership Organizations,I,86,862,862
Professional Membership Organizations,I,86,862,8621
Labor Unions And Similar Labor Organizations,I,86,863,863
Labor Unions And Similar Labor Organizations,I,86,863,8631
"Civic, Social, And Fraternal Associations",I,86,864,864
"Civic, Social, And Fraternal Associations",I,86,864,8641
Political Organizations,I,86,865,865
Political Organizations,I,86,865,8651
Religious Organizations,I,86,866,866
Religious Organizations,I,86,866,8661
"Membership organizations, not elsewhere classified",I,86,869,869
"Membership organizations, n.e.c.",I,86,869,8699
Automobile clubs,I,86,869,8699
"Engineering, accounting, research, management, and related services",I,87,87,87
"Engineering, Architectural, Surveying Service",I,87,871,871
Engineering services,I,87,871,8711
Architectural services,I,87,871,8712
Architectural services,I,87,871,8712
Surveying services,I,87,871,8713
Geophysical surveying & mapping services (pt),I,87,871,8713
Surveying services,I,87,871,8713
"Accounting, auditing, & bookkeeping services",I,87,872,872
Offices of certified public accountants,I,87,872,8721
Payroll services (except talent payment services),I,87,872,8721
Other accounting services,I,87,872,8721
"Research, development, and testing services (except noncommercial research organizations)",I,87,873,873
Commercial physical & biological research,I,87,873,8731
"R&D in the physical, engineering, & life sciences",I,87,873,8731
Commercial R&D in the physical & engineering sciences,I,87,873,8731
Commercial R&D in the life sciences,I,87,873,8731
"Commercial economic, sociological, & educational research ",I,87,873,8732
Commercial R&D in the social sciences & humanities,I,87,873,8732
Marketing research & public opinion polling,I,87,873,8732
Testing laboratories,I,87,873,8734
Testing laboratories,I,87,873,8734
Management and public relations services,I,87,874,874
Management services,I,87,874,8741
Single-family housing construction (pt),I,87,874,8741
Multifamily housing construction (pt),I,87,874,8741
Mfg & industrial building construction (pt),I,87,874,8741
Commercial & institutional building construction (pt),I,87,874,8741
Highway & street construction (pt),I,87,874,8741
Bridge & tunnel construction (pt),I,87,874,8741
"Water, sewer, & pipeline construction (pt)",I,87,874,8741
Power & communication transmission line construction (pt),I,87,874,8741
Industrial nonbuilding structure construction (pt),I,87,874,8741
All other heavy construction (pt),I,87,874,8741
Office administrative services,I,87,874,8741
Management consulting services,I,87,874,8742
Administrative management & general management consulting service,I,87,874,8742
Human resources & personnel management consulting,I,87,874,8742
Marketing consulting services,I,87,874,8742
"Process, physical distribution, & logistics consulting services",I,87,874,8742
Public relations services ,I,87,874,8743
Public relations agencies,I,87,874,8743
Facilities support management services,I,87,874,8744
Facilities support services,I,87,874,8744
"Business consulting services, n.e.c. ",I,87,874,8748
All other management consulting services,I,87,874,8748
Economic and related consulting services,I,87,874,8748
Economic or industrial planning or development organization,I,87,874,8748
Educational test development & evaluation services,I,87,874,8748
Private Households,I,88,88,88
Private Households,I,88,881,881
Private Households,I,88,881,8811
"Miscellaneous Services, Not Classified Elsewhere",I,89,899,899
Record production,I,89,899,8999
Integrated record production/distribution,I,89,899,8999
Music publishing (except sheet music & music book publishing),I,89,899,8999
All other information services,I,89,899,8999
Actuarial consulting,I,89,899,8999
Environmental consulting services,I,89,899,8999
Scientific & related cons serv (exc environmental & actuarial),I,89,899,8999
"Authors, composers, & other arts-related services",I,89,899,8999
Public Administration,J,J,J,J
"Executive, Legislative, and General Government except Finance",J,91,91,91
"Executive, Offices",J,91,911,911
Executive Offices,J,91,911,9111
Legislative Bodies,J,91,912,912
Legislative Bodies,J,91,912,9121
Executive and Legislative Bodies Combined,J,91,913,913
Executive and Legislative Bodies Combined,J,91,913,9131
General Gov't - Not Elsewhere Classified,J,91,919,919
General Gov't - Not Elsewhere Classified,J,91,919,9199
"Justice, Public Order and Safety",J,92,92,92
Courts,J,92,921,921
Courts,J,92,921,9211
Public Order and Safety,J,92,922,922
Police Protection,J,92,922,9221
Legal Counsel and Prosecution,J,92,922,9222
Correctional Institutions,J,92,922,9223
Fire Protection,J,92,922,9224
Public Order and Safety - Not Elsewhere Classified,J,92,922,9229
"Public Finance, Taxation, Monetary Policy",J,93,93,93
"Public Finance, Taxation, And Monetary Policy",J,93,931,931
"Public Finance, Taxation, And Monetary Policy",J,93,931,9311
Administration of Human Resource Programs,J,94,94,94
Administration Of Educational Programs,J,94,941,941
Administration Of Educational Programs,J,94,941,9411
Administration Of Public Health Programs,J,94,943,943
Administration Of Public Health Programs,J,94,943,9431
"Administration Of Social, Human Resource",J,94,944,944
"Administration Of Social, Human Resource",J,94,944,9441
Administration Of Veteran's Affairs except Health Insurance,J,94,945,945
Administration Of Veteran's Affairs except Health Insurance,J,94,945,9451
Administration of Environmental Quality and Housing Programs,J,95,95,95
Administration Of Environmental Quality,J,95,951,951
Air and Water Resource and Solid Waste Management,J,95,951,9511
"Land, Mineral, Wildlife, and Forest Conservation",J,95,951,9512
Administration Of Housing And Urban Programs,J,95,953,953
Administration of Housing Programs,J,95,953,9531
Administration of Urban Planning and Community and Rural Development,J,95,953,9532
Administration of Economic Programs,J,96,96,96
Administration Of General Economic Programs,J,96,961,961
Administration Of General Economic Programs,J,96,961,9611
Regulation And Administration Of Transportation,J,96,962,962
Regulation And Administration Of Transportation,J,96,962,9621
"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",J,96,963,963
"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",J,96,963,9631
Regulation of Agricultural Marketing and Commodities,J,96,964,964
Regulation of Agricultural Marketing and Commodities,J,96,964,9641
"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",J,96,965,965
"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",J,96,965,9651
Space Research And Technology,J,96,966,966
Space Research And Technology,J,96,966,9661
National Security and International Affairs,J,97,97,97
National Security,J,97,971,971
National Security,J,97,971,9711
International Affairs,J,97,972,972
International Affairs,J,97,972,9721
Non-Classifiable Establishments,J,99,99,99
Nonclassifiable Establishments,J,99,999,999
Nonclassifiable Establishments,J,99,999,9999
